age,firstAnimeAppearance,firstMangaAppearance,village,nameMeaning,notableFeatures,notableQuotes,rank,avatarSrc,description,name
,Shippuuden Episode 31,Chapter 280,Sand Village,A portable festival shrine,,,Unknown (Probable Chuunin),https://narutoql.s3.amazonaws.com/Mikoshi.jpg,Mikoshi is a kunoichi in Suna.,Mikoshi
33,Shippuuden Episode 119,Chapter 245,Leaf Village,"Mimura=Beautiful Village, Hamaki=Cigar",,,Jounin,https://narutoql.s3.amazonaws.com/Hamaki.jpg,Mimura Hamaki served as a ninja approximately 14 years before the series start. He participated in the battles against Hidden Rock during their invasion of the Grass Country. He was one of the few survivors of a deadly battle involving Rock ninja. Things looked grim until the man who would become the Fourth Hokage arrived to lend assistance.,Mimura Hamaki
19,Naruto Episode 35,Chapter 60,Leaf Village,,,,Genin,https://narutoql.s3.amazonaws.com/Minoji.jpg,"Minoji was a Genin from Hidden Leaf who particpated in the Chuunin exam. He and his teammates made it to the second test of the exam. When his teammate Shibire thought it would be a good idea to open their scroll, both were knocked out and the team failed the second test.",Minoji
,,,,Name of the Maitreya Buddha,,,,https://narutoql.s3.amazonaws.com/Miroku.jpg,"Miroku was the mother of Shion and High Priestess of the Demon Country. She was killed when she sacrificed herself to stop Mouryou, a dark demon which sought to conquer the world. Before she died, she was succesful in splitting Mouryou&apos;s body from its spirit. She left her daughter a bell which helped protect Shion and utilize her true powers.",Miroku
24,Naruto Episode 50,Chapter 87,Leaf Village,"""Diagnosis""",Medical-Nin,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Mitate.jpg,This Medical-Nin served during the preliminaries for the third test of the Chuunin exam.,Mitate
,Naruto Episode 178,,Star Village,,,,Unknown (Probably Genin),https://narutoql.s3.amazonaws.com/Mizura.jpg,Mizura is a young ninja in Hidden Star Village. He and his fellow ninja used the chakra enhancing meteor to increase their powers. Unfortunately Mizura was one of many to fall to the meteor&apos;s lethal side effects. Mizura was severely crippled by his training.,Mizura
28,Naruto Episode 135,Chapter 235,Leaf Village,A type of aquarium water plant,Medical-Nin,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Mogusa.jpg,This Medical-Nin served in Konoha Hospital.,Mogusa
31,Naruto Episode 91,Chapter 160,Leaf Village,"Mokume= Grain of wood, Kunugi= A name",,,Jounin,https://narutoql.s3.amazonaws.com/Kunugi.jpg,"Kunugi was a teammate of Tsunade and her boyfriend Dan in the past. When Dan fell in battle, Kunugi was alongside Tsunade as she desperately tried to save him. Kunugi watched as her futile actions could not save him. When Tsunade refused to stop working on Dan, even after his death, Kunugi yelled for her to get ahold of herself, he was already gone.",Mokume Kunugi
21,Naruto Episode 86,Chapter 150,,Japanese Maple Tree,,,,https://narutoql.s3.amazonaws.com/Momiji.jpg,"Momiji worked alongside Susuki as a customer service attendant in a men&apos;s club. They personally attended to the needs of a high paying client, Jiraiya.",Momiji
,Naruto Episode 187,NA,,Japanese Maple Tree,,,,https://narutoql.s3.amazonaws.com/Momiji2.jpg,"Momiji and her grandmother travelled in a caravan heading to the Vegetable Country. He caravan was targeted by the Janin in the hopes of finding Haruna, the daughter of the country Daimyou.",Momiji (II)
,Naruto Episode 161,,,"""Problem"" or ""question""",,,,https://narutoql.s3.amazonaws.com/Mondai.jpg,"Mondai and his friend Poccha came to Konoha seeking to learn its secrets. Mondai and Poccha were not trained in the shinobi arts, but they hoped they could learn enough secrets to bring their village more missions. They also hoped the fame would bring them a ton of affection from the village women. The exact location of their village is unknown, it may be within the large Fire Country, or it may be in a neighboring non-shinobi nation.",Mondai
,Shippuuden Episode 285,,Rock Village,,,,Unknown,https://narutoql.s3.amazonaws.com/Monga.jpg,Monga was a ninja from Hidden Rock.,Monga
16,Naruto Episode 102,,,,Younger brother of Morino Ibiki,,Genin,https://narutoql.s3.amazonaws.com/Idate.jpg,Morino Idate is a former Genin ninja of Hidden Leaf. At present he is the number one subordinate of Wasabi Jirocho in the Tea Country,Morino Idate
,Naruto Episode 162,,,,,,,https://narutoql.s3.amazonaws.com/country/ToriMini.gif,"Mousou (Chief Advisor) served the Daimyou of the Bird Country. When Daimyou Oowashi died, he saw to it his son Sagi became the new Daimyou rather than the chief strategist Koumei.",Mousou
19,Naruto Episode 29,Chapter 49,Leaf Village,,Chuunin Examiner,,Chuunin,https://narutoql.s3.amazonaws.com/Mozuku.jpg,Mozuku helped preside over the Chuunin Exam. He and the other general examiners were elite Chuunin.,Mozuku
28,Shippuuden Episode 16,Chapter 255,Sand Village,"""Centipede""",,,Jounin,https://narutoql.s3.amazonaws.com/FakeKisame.jpg,Mukade was a Sand ninja who served as an underling of Akatsuki member Sasori.,Mukade
,OAV Special #2,,Rain Village,"""Passing Shower""",,,Unknown (Potential Chuunin - Missing-Nin),https://narutoql.s3.amazonaws.com/Murasame.jpg,"Murasame is a Missing-Nin from Hidden Rain. He helped Suien attack Hidden Waterfall to take its Hero Water. Murasame carries a specially made wire that when used to bind a person, will cut through their body to cause great damage if the person tries to break free.",Murasame
,Naruto Episode 164,,,"Stream, Current",,,Unknown (Probable Chuunin),https://narutoql.s3.amazonaws.com/BirdNinja2.jpg,"Nagare and his partner Hokushin are wandering ninja. Nagare travels the world gathering jutsu and creating his own variations. The two men also act as mercenaries, working for whomever pays for their services.",Nagare
,Naruto Episode 214,,,"A name, ""Nan"" can mean Hardships, South or the Camphor Tree",,,,https://narutoql.s3.amazonaws.com/Nan.jpg,Nan was a villager in a small village in the demilitarized zone of the Rice Field Country. The village had a small gold mine which became a target of bandits due to no government presiding over the area. Bandits led by Shiin attacked the village and killed a third of its citizens. Nan and her brother Ran survived. She looked after Fuki when the young girl&#xFFFD;s parents died in the attack.,Nan
,Naruto Episode 193,,,Walking stick insect,,,,https://narutoql.s3.amazonaws.com/Nanafushi.jpg,"Nanafushi was a ninja from the Valley Country. After learning of the attack by Sand and Sound on Leaf, he travelled to the country to probe its power and take advantage of the village in its vulnerable state. He impersonated a disguised Guy and was pulled into taking part in Rock Lee&apos;s dojo challenge. Nanafushi was eventually pummeled by the skilled Genin and his true identity revealed.",Nanafushi
,Naruto Episode 179,,Star Village,Summer Star,,,Unknown (Probably Jounin),https://narutoql.s3.amazonaws.com/Natsuhi.jpg,"Natsuhi and her husband Hotarubi were Star ninja who had completed the chakra enhancing meteor star training. When they had seen the bad side effects the meteor had on their fellow trainees, they stole the star and fled the village. The ""Hoshikage"" and his loyal ANBU tracked them down and made them return the star. They were forced to leave the village, but he promised to stop the star training. Unfortunately that meant leaving their young son Sumaru behind. He would continue to grow up in the village, living under the assumption his parents had been killed by foreign ninja who had wanted to take the meteor.",Natsuhi
16,,Chapter 41,Sand Village,Torsion or twist,,,Genin,https://narutoql.s3.amazonaws.com/Nejiri.jpg,Nejiri was a Genin from Hidden Sand who participated in the Chuunin exam. He questioned Morino Ibiki on how many teams would actually pass the first test of the exam.,Nejiri
,Shippuuden Episode 121,Chapter 354,,,,,,https://narutoql.s3.amazonaws.com/ElderCat.jpg,"Nekobaa or ""Elder Cat"" is a shop owner. She has numerous cats at her side including ninja cats such as Denka and Hina. She operates a supply shop located in an abandoned city along with her granddaughter. This shop was often used by the Uchiha Clan. Sasuke himself would later visit her shop to pay off the debts the Uchiha owed her.",Nekobaa
28,,Chapter 320,,West,,,,https://narutoql.s3.amazonaws.com/Nishi.jpg,"Nishi worked alongside Matsu as new cooks at Ichiraku Ramen. Both men had trouble getting food cooked for customers, messing up their first few meals several times.",Nishi
10,Naruto Episode 56,Chapter 94,Leaf Village,"""Ascent""",,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Nobori.jpg,"Nobori was Konohamaru&apos;s classmate at the Ninja Academy. When Iruka gave his history lesson in front of the Hokage monument, the Third Hokage stepped in to talk to the class about the job of Hokage. When The Third told the students that they should protect the people precious to them, Nobori said he would protect his friends.",Nobori
,Naruto Episode 101,,,"""Hostess""",,,,https://narutoql.s3.amazonaws.com/Okami.jpg,"This effusive hostess ran a onsen spring in the Fire Country. When Team 7 came to the springs to relax, the Moya brothers attempted to finally gain revenge against Hatake Kakashi. The lead Moya brother ""Aniki,"" impersonated the hostess to gain closer access to Kakashi.",Okami
,Shippuuden Episode 199,Chapter 456,,,,,,https://narutoql.s3.amazonaws.com/Okisuke.jpg,"Okisuke was a samurai who acted as a personal bodyguard and assistant to Mifune, the leader of the Iron Country.",Okisuke
19,Naruto Episode 54,Chapter 92,,,Enjoys having fun with her friends.,Tee-hee!,,https://narutoql.s3.amazonaws.com/Okiyou.jpg,Okyou and her friends enjoyed the rivers and waterfalls surrounding Leaf Village during the time Jiraiya taught Naruto the Summoning technique.,Okyou
,Naruto Episode 102,,,,A top lieutenant in the Wasasbi Family.,,,https://narutoql.s3.amazonaws.com/Oomasa.jpg,"Oomasa was sent to hire ninja from Hidden Leaf by Jirocho of the Wasasbi Family. On the way there, he and his men came under attack by Rokushou Aoi, who demanded they drop out of the Todoroki Shrine race.",Oomasa
49,Naruto Episode 76,Chapter 130,,"Oo=Big, Tora=Tiger or drunkard",,,,https://narutoql.s3.amazonaws.com/Ootora.jpg,Ootora was an unemployed villager in Hidden Sand. He was prone to drink and made the mistake of drunkenly bumping into an angered Gaara. He reacted in shock which caused Gaara to think of other times people reacted in fear to him. He ended up killing Ootora for his actions.,Ootora
,Naruto Episode 167,,,"A name, also kanji could mean ""King Eagle""",,,,https://narutoql.s3.amazonaws.com/Oowashi.jpg,Oowashi was the former feudal lord of the Bird Country. He would often travel in secret outside of the daimyou compound walls to watch over his citizens.,Oowashi
21,Naruto Episode 81,Chapter 140,,,,,,https://narutoql.s3.amazonaws.com/Otoha.jpg,"Otoha worked as a nurse in Konoha. One day when she went to an onsen to relax, she was spied upon by the pervert Jiraiya.",Otoha
26,Naruto Episode 81,Chapter 140,Sand Village,"Oto=""Sound"", Kaze=""Wind""",,,Jounin,https://narutoql.s3.amazonaws.com/SandNinja.jpg,Otokaze served in Hidden Sand.,Otokaze
23,Naruto Episode 24,Chapter 41,Leaf Village,"Transverse, concavity",,,Chuunin,https://narutoql.s3.amazonaws.com/Oukei.jpg,"During the first test of the Chuunin Exam, undercover Chuunin Examiners pretended to be students. These individuals knew all the answers to the first test and they were there for the other students to spy on. Oukei was such a Chuunin Examiner. If the students were able to spy and copy the undercover Examiners answers without being caught, they were then able to write down the answers. If the real Genin were caught spying though, they would have two points deducted from their tests. If the Genin got caught five times, they were out of the Exam for good.",Oukei
,Naruto Episode 161,,,"Short for ""pochapocha"" which means chubby",,,,https://narutoql.s3.amazonaws.com/Poccha.jpg,"Poccha and his friend Mondai came to Konoha seeking to learn its secrets. They impersonated Lee and Guy who were away on a mission. Mondai and Poccha were not trained in the shinobi arts, but they hoped they could learn enough secrets to bring their village more missions. They also hoped the fame would bring them a ton of affection from the village women. The exact location of their village is unknown, it may be within the large Fire Country, or it may be in a neighboring non-shinobi nation.",Poccha
,Naruto Episode 142,,,"""God of Lightning""",,,Unknown,https://narutoql.s3.amazonaws.com/Raijin.jpg,"Raijin and his brother Fuujin were slow-minded powerhouses from the Fire Country. Former ninja, the brothers put food ahead of the welfare of their team. The brothers were caught and then placed into the Konoha ninja prison. In the prison the brothers often complained of their inability to get a sufficient enough amount of food to appease their huge appetites.",Raijin
,Shippuuden Episode 288,,Cloud Village,"A name, ""Ran"" can mean Rebellion, Orchid, Shine, Flower",,,Unknown,https://narutoql.s3.amazonaws.com/Ran2.jpg,Ran is a kunoichi from Hidden Cloud. She served as a member of the Third Division during the Fourth Great Ninja War.,Ran
,Movie Two,,,,,,,https://narutoql.s3.amazonaws.com/Ranke.jpg,"Ranke served as a knight in Haido&apos;s ""Utopian"" army. Ranke could change her form to increase her power when using Taijutsu. Using the power of the Gelel stone, she could utilize lightning techniques.",Ranke
,Naruto Episode 154,,,"Ran=""Orchid"", maru=boys name",,,Unknown (No formal training),https://narutoql.s3.amazonaws.com/Ranmaru.jpg,"A young orphan from the Water Country, Ranmaru possessed bloodline abilities.",Ranmaru
,Naruto Episode 187,,,"Brick, A name",,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Renga.jpg,"Renga was the elder Janin brother. The Janin sought to take control of a land and set their sights on the Vegetable Country. By bribing ministers within the country, the brothers seized control and killed the country&apos;s Daimyou. The trio then set their sites on the remaining heir to the throne, the Daimyou&apos;s daughter Haruna. Renga possessed the ability to turn the moisture in the air into ice crystals.",Renga
32,Naruto Episode 83,Chapter 144,,Reach or Leech,,,,https://narutoql.s3.amazonaws.com/Riichi.jpg,"Riichi worked as an inn employee. He was present at the front desk when Uchiha Sasuke was frantically searching for Naruto and Jiraiya. Based on Sasuke&apos;s description Riichi thought they were indeed staying at his inn, but it was actually two different people.",Riichi
,Naruto Episode 102,,Rain Village,"Rokushou=Copper rust, Aoi=""Blue""",Has large scar hidden under his forehead protector,,Jounin (Missing-Nin),https://narutoql.s3.amazonaws.com/Aoi.jpg,"Rokushou Aoi is a Missing-Nin from Hidden Leaf. A former instructor in Konoha, he convinced Morino Idate to steal the legendary lightning chakra sword which once belonged to the Second Hokage. Idate was fooled into believing this could grant him advancement to Chuunin. Aoi played Idate for a fool and used the Genin to do his dirty work. Once the sword was in his hand, he fled the country with Idate who was ashamed of his actions.",Rokushou Aoi
,Naruto Episode 152,,,"A name, Roku=Six, Suke= Help, Shellfish, Mediate",,,,https://narutoql.s3.amazonaws.com/Rokusuke.jpg,"Rokusuke was a miner in the River Country. He and fellow workers Sangorou and Hachidai fled Katabami Kinzan when the homicidal practices of Kurosuki&apos;s Raiga emerged. On their journey away, a fierce storm knocked them off a mountain and they fell into a river below. The awoke far downstream in the Fire Country, where they were saved by Uzumaki Naruto. Rokusuke then returned with his fellow workers when a squad was sent from Konoha to investigate the proceeding at Katabami Kinzan.",Rokusuke
,Movie 1,,,"Rouga=""Wolf Fang"", Nadare=""Avalanche""",,,Unknown (Potential Chuunin),https://narutoql.s3.amazonaws.com/Nadare.jpg,Rouga Nadare served as a Snow Country ninja under the command of Daimyou Kazahana Dotou.,Rouga Nadare
,Naruto Episode 187,,,,,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Ruiga.jpg,"Ruiga was the younger Janin brother. The Janin sought to take control of a land and set their sights on the Vegetable Country. By bribing ministers within the country, the brothers seized control and killed the country&apos;s Daimyou. The trio then set their sights on the remaining heir to the throne, the Daimyou&apos;s daughter Haruna. Ruiga possessed the ability to find water underground using his tonfa. He would then use this water in his Suiton jutsu.",Ruiga
,Shippuuden Episode 285,,Mist Village,,,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Ruka.jpg,Ruka was a kunoichi from Hidden Mist.,Ruka
25,Shippuude Episode 10,Chapter 253,Sand Village,"As kanji could mean consort ship, office-seeking, massive, a feeling of coolness",Medical Ninja,,,https://narutoql.s3.amazonaws.com/Ryoukan.jpg,Ryoukan was a medical ninja apprentice under Sekka.,Ryoukan
,Naruto Episode 196,,,,,"""I would like... to fight with you again.""",,https://narutoql.s3.amazonaws.com/Agira.jpg,"Ryudouin Agira was the father of Genshou, Jakou and Rokkaku. At some point in the past, Agira fought Might Guy and lost. The brothers sought revenge on Guy, stating their father took the failure as a disgrace. He cursed Guy on his deathbed and commanded his sons to fight Guy. Since then the three patiently waited for their chance for revenge.",Ryuudouin Agira
,Naruto Episode 196,,,"Ryuu=Dragon, Dou=Hall, In=Institution, School, Temple; Ja=Wicked, Injustice, Kou=Ray, Light",,,,https://narutoql.s3.amazonaws.com/Jakou.jpg,"Jakou and his brothers Genshou and Rokkaku were the sons of Ryudouin Agira, who had fought Might Guy in the past and lost. The brothers sought revenge on Guy. They stated their father took the failure as a disgrace and took on no further missions. He cursed Guy and on his deathbed he commanded his sons to fight Guy. Since then the three patiently waited for their chance for revenge.",Ryuudouin Jakou
,Naruto Episode 196,,,"Ryuu=Dragon, Dou=Hall, In=Institution, School, Temple; Rokkaku=Hexagon",,,,https://narutoql.s3.amazonaws.com/Rokkaku.jpg,"Rokkaku and his brothers Genshou and Jakou were the sons of Ryuudouin Agira, who had fought Might Guy in the past and lost. The brothers sought revenge on Guy. They stated their father took the failure as a disgrace and took on no further missions. He cursed Guy and on his deathbed he commanded his sons to fight Guy. Since then the three patiently waited for their chance for revenge.",Ryuudouin Rokkaku
,Naruto Episode 216,,,"A type of tree, Ryuu=Dragon Gan=eyeball",,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Ryuugan.jpg,Ryuugan was a member of the Shitenshounin (Four Heavenly Directions) group. He and his comrades abducted Sand student Matsuri to draw Gaara away from Suna. They hoped to use Shukaku&apos;s chakra to resurrect their village founder Seimei.,Ryuugan
33,Shippuuden Episode 129,Chapter 368,Rain Village,Running water or stream,,,Genin,https://narutoql.s3.amazonaws.com/RainMiss2.jpg,Ryuusui was a missing-nin who hailed from Hidden Rain village.,Ryuusui
,Naruto Episode 163,,,"Fraud, Swindle, Heron",,,,https://narutoql.s3.amazonaws.com/Sagi.jpg,"Sagi was the Son of the Bird Country feudal lord and the twin brother of Toki. He grew up friends with Chishima. The three youths would play by the lake near the capital. Shortly after his father and sister were reportedly murdered, Sagi grew distant and sought revenge.",Sagi
23,Naruto Episode 79,Chapter 137,Sand Village,"Sa=Sand, Jin=Man, virtue, kernel",,,Chunin,https://narutoql.s3.amazonaws.com/Sajin.jpg,Sajin served as a ninja in Hidden Sand.,Sajin
,Naruto Episode 158,,Leaf Village,With gusto,,,Ninja Academy Student,https://narutoql.s3.amazonaws.com/Samo.jpg,"Samo was a classmate of Konohamaru&apos;s in Leaf Village. Samo, and his teammates Chen and Yun undertook the mission to Takurami Mountain under Rock Lee. Samo and his teammates admired Lee and his spaz personality. When they referred to Lee as ""Lee-sensei"" he was shocked with happiness. He then drove them to experience youth and run into the setting sun.",Samo
,Naruto Episode 152,,,San=Three,,,,https://narutoql.s3.amazonaws.com/Sangoro.jpg,"Sangorou was a miner in the River Country. He and fellow workers Hachidai and Rokusuke fled Katabami Kinzan when the homicidal practices of Kurosuki&apos;s Raiga emerged. On their journey away, a fierce storm knocked them off a mountain and they fell into a river below. The awoke far downstream in the Fire Country, where they were saved by Uzumaki Naruto. Sangorou then returned with his fellow workers when a squad was sent from Konoha to investigate the proceedings at Katabami Kinzan.",Sangorou
,Naruto Episode 152,,,A Japanese pepper tree,,,,https://narutoql.s3.amazonaws.com/Sanshou.jpg,Sanshou operated the Curry of Life Shop in the River Country. She made friends with Rock Lee when he ran by her shop in the past. Lee fell in love with her ultra-spicy curry and enjoyed visiting her. A young man named Karashi helped her in her shop until he left to join Kurosuki&apos;s Raiga&apos;s forces at Katabami Kinzan.,Sanshou-baasan
25,Naruto Episode 65,Chapter 109,Leaf Village,,,,Chuunin,https://narutoql.s3.amazonaws.com/Sarugaku.jpg,"A Chuunin from Leaf Village, Sarugaku Tsuzumi protected the arena during the third test of the Chuunin Exam. When Rock Lee and Might Guy arrived, he gave them an update on matches held so far.",Sarugaku Tsuzumi
,,Chapter 500,Leaf Village,Sarutobi=Flying Monkey; Sarutobi Sasuke=An legendary ninja,,,,https://narutoql.s3.amazonaws.com/NAI.jpg,"Sarutobi Sasuke was the well known father of Sarutobi Hiruzen, the Sandaime Hokage. Uchiha Mikoto and Fugaku would later name their second son after the man.",Sarutobi Sasuke
,Shippuuden Episode 22,Chapter 261,Sand Village,,,,Unknown (Potential Jounin),https://narutoql.s3.amazonaws.com/SasoriDad.jpg,"Sasori&apos;s father served as a ninja for Hidden Sand in the past. He was the son of legendary Hidden Sand ninja Chiyo. During one of the previous ninja wars, he apparently lost his life in battle to Hatake Sakumo.",Sasori's Father (Unnamed)
,Shippuuden Episode 22,Chapter 261,Sand Village,,,,Unknown,https://narutoql.s3.amazonaws.com/SasoriMom.jpg,"Sasori&apos;s mother may have been a ninja alongside her husband for Hidden Sand. At some point in the past, she lost her life.",Sasori's Mother (Unnamed)
28,Naruto Episode 81,Chapter 140,Sand Village,"""Iron Sand""",,,Jounin,https://narutoql.s3.amazonaws.com/Satetsu.jpg,Satetsu served as a ninja in Hidden Sand.,Satetsu
,Naruto Episode 159,,,Ripple,,,NA (No formal training),https://narutoql.s3.amazonaws.com/Sazanami.jpg,"A simple blacksmith, Sazanami lived in a small hut bordering two countries. He was hired to make a katana and left to deliver it on the eve of a nearby village festival. When he arrived to deliver the sword, he found the family of three dead by the hands of Gosunkugi. He attempted to battle the man, but he fled. The villagers arrived quickly thereafter to find Sazanami by the corpses. They accused him of the murder and he fled.",Sazanami
,Naruto Episode 219,,,"A name, As kanji can mean life, reputation, pure and clear",,,Unknown (Probably Chuunin),https://narutoql.s3.amazonaws.com/Seimei.jpg,"Seimei founded Takumi no Sato approximately one hundred years before the series start. Takumi was known for making special weapons for the ninja villages. After his death the village continued making weapons. Over time certain villagers felt their skills were unappreciated and felt the village was being neglected by the Five Great Shinobi Villages. For that reason, four villagers trained in the ninja arts removed Seimei&apos;s body from its crypt and sought his resurrection using the chakra of the Shukaku demon. These villagers called themselves Shitenshounin and sought to lure Gaara away from Hidden Sand to get access to Shukaku&apos;s chakra.",Seimei
36,Shippuude Episode 10,Chapter 253,Sand Village,"As kanji could mean streaked fantail warbler bird, mineralization, flint fire, snowflakes",Medical Ninja,,,https://narutoql.s3.amazonaws.com/Sekka.jpg,Sekka was a medical ninja who used his knowledge to save numerous ninja.,Sekka
27,Shippuuden Episode 140,Chapter 399,Leaf Village,,,,,https://narutoql.s3.amazonaws.com/Touka.jpg,"Touka was an associate of Hashirama and a member of the Senju Clan. Her expertise was in Genjutsu. When she was 27, she and her clan allied with the Uchiha to help stabilize the borders of the Fire Country. This alliance brought about the formation of Konoha.",Senju Touka
,Naruto Episode 97,,,"""Center""",,,,https://narutoql.s3.amazonaws.com/Senta.jpg,Senta and his partner Bunzou are debt collectors with the Akagi Family. The Sannin Tsunade had a large amount of gambling debt with the Family and Senta and his partner were sent to collect. They traveled for three years searching for Tsunade. when they finally found her they learned she had actually paid off the debt a year before and that they had been ordered home by their boss Akagi Shugoro.,Senta
,Movie Four,,,"A name, as kanji means a moment or instant",,,,https://narutoql.s3.amazonaws.com/Setsuna.jpg,Setsuna was a shinobi who worked alongside three other ninja under the direction of Yomi.,Setsuna
,Movie Three,,,,,,,https://narutoql.s3.amazonaws.com/Shabadaba.jpg,Shabadaba was a minister in the Moon Country. His love of money and power drew him to overthrow the currently Moon Country King. He hired wandering ninja and built up a military force to gain control of the island nation.,Shabadaba
19,Naruto Episode 35,Chapter 60,Leaf Village,"""Numbness""",,,Genin,https://narutoql.s3.amazonaws.com/Shibire.jpg,"Shibire was a Genin from Hidden Leaf who particpated in the Chuunin exam. He and his teammates made it to the second test of the exam. Shibire thought it would be a good idea to open his teams Heaven scroll, unfortunately this served to automatically disqualify them. He and his teammate Minoji were knocked out and his team failed the second test.",Shibire
,OAV Special #2,,Waterfall Village,Splash,,,Unknown (Potential Chuunin),https://narutoql.s3.amazonaws.com/Shibuki.jpg,"Shibuki is the son of the former head of Hidden Waterfall. When his father died, Shibuki took over as leader. Shibuki hired Team 7 to help protect him as he returned to his home village. As leader, Shibuki was to watch and protect his villages&apos; Hero Water, which gave the ninja of the village ten times the normal amount of chakra for a short period of time.",Shibuki
,OAV Special #2,,Waterfall Village,,,,Unknown (Potential Jounin Skill),https://narutoql.s3.amazonaws.com/ShibukiFather.jpg,"This man served as the head of Hidden Waterfall in the past. When his village came under foreign attack, he ingested the Hero water, however he wasn&apos;t young enough to survive the effects of the water and he passed away shortly afterwards. His son Shibuki took over as Hidden Waterfall leader after his passing.",Shibuki's Father (Unnamed)
,,Chapter 406,Leaf Village,A name,,,,https://narutoql.s3.amazonaws.com/Shiho.jpg,"Shiho was a member of the Konoha code breaking team. When Shikamaru came to the team needing assistance, Shiho offered her opinions on the nature of the code. When Shikamaru thanked them for their help and stated he might return later, Shiho blushed and offered to stay in case he need help, revealing an apparent crush on the Chuunin.",Shiho
,Naruto Episode 213,,,"Shi=Death In=Tone, Rhyme, Elegance",,,,https://narutoql.s3.amazonaws.com/Shiin.jpg,"Shiin was the leader of a clan in the Rice Field country. The clan specialized in music based jutsu. When Orochimaru came to the country many of the skilled members of the clan left to join him. The clan was left with little and was no longer able to receive missions from the daimyou. Under the leadership of Shiin the clan turned to banditry. On one excursion they attacked a small mining village in the Rice Field Country demilitarized zone. One of the clan members, Menma, was horrified by the violence and fled.",Shiin
57,Naruto Episode 83,Chapter 149,,A type of kinoko mushroom,,,,https://narutoql.s3.amazonaws.com/Shimeji.jpg,This old man was a citizen of the Fire Country. He was staying in a hotel room with Buna. Sasuke came to their room searching for Naruto and Jiraiya.,Shimeji
,Naruto Episode 208,,,"Shin=Advance or progress, E=Protection, Mon=Gate",,,,https://narutoql.s3.amazonaws.com/Shinemon.jpg,"Shin&apos;emon requested Konoha&apos;s help in escorting a ""priceless"" tea cup Kachoufuugetsu (Beauty of Nature) to an exhibition. When Naruto and Kiba arrived to help their client transport the cup, they learned he was petty, valuing the cup more than their lives. When bandits stole the cup, the three went to retrieve it. Shin&apos;emon took the bandit leader on alone, and fought his hardest to get it back. After he retrieved the cup, the leader chose to destroy his cave lair with all inside. Shin&apos;emon fled but he lost the cup over a ledge where it broke on the floor below. He himself went over the edge. As he fell he thought over how bad a person he had been and was surprised to see Naruto save him. They eventually made it to the exhibition without the cup. Shin&apos;emon explained how he could simply make another tea cup. And he pointed out how the priceless treasure was his own life rather than the cup, since he could make an even better vessel next time.",Shin'emon
,Movie Five,,Sky Village,,,,Chunin,https://narutoql.s3.amazonaws.com/Shinnou.jpg,Shinnou was a former ninja of Hidden Sky Village. He took on Amaru as his medical training apprentice.,Shinnou
4,Naruto Episode 114,Chapter 190,Leaf Village,,,,,https://narutoql.s3.amazonaws.com/Shinta.jpg,"Shinta was a playmate of Akimichi Choji and Nara Shikamaru. Shinta got tired of playing games with Choji, because whichever team picked him was destined to lose. This saddened Choji and he left them alone. Shikamaru was annoyed by the situation so he left to join Choji in snack eating and cloud watching. Shinta&apos;s action thus helped found Shikamaru and Choji&apos;s lasting friendship.",Shinta
,Movie Four,,,A member of the Aster flower genus,,,,https://narutoql.s3.amazonaws.com/Shion.jpg,"Shion was the daugher of Miroku, a High Priestess of the Demon Country. Her mother was killed when she sacrificed herself to stop Mouryou, a dark demon which sought to conquer the world. Miroku left her daughter a bell which helped protect Shion and utilize her true powers. Shion also had the ability to see the future, which came at the cost of another&apos;s life. Should Shion attempt to save her life from some future death, another would die in the process.",Shion
,Naruto Episode 21,Chapter 45,Grass Village,,,,Genin,https://narutoql.s3.amazonaws.com/GrassNin2.jpg,"Shiore is a Genin from Hidden Grass, he came to participate in the Chuunin Exam.",Shiore
,Naruto Episode 179,,Star Village,"Look of death, A master poet",,,Unknown (Probably Chunin),https://narutoql.s3.amazonaws.com/Shisou.jpg,Shisou is a ninja in Hidden Star Village who has undertaken the Kujaku Myouhou meteor training. He and his partner Yotaka worked closely with Akahoshi.,Shisou
,OAV Special #2,,,A drop of water,,,,https://narutoql.s3.amazonaws.com/Shizuku.jpg,Shizuku is a young villager from Hidden Waterfall.,Shizuku
,Movie Four,,,A drop of water,,,,https://narutoql.s3.amazonaws.com/ShizukuShip.jpg,Shizuku was a kunoichi who worked alongside three other ninja under the direction of Yomi.,Shizuku (II)
,OAV Special #2,,,,,,,https://narutoql.s3.amazonaws.com/ShizukuMother.jpg,"This woman lives in Hidden Waterfall and is the mother of Shizuku. When the missing-nins from Hidden Waterfall and Rain attacked, she managed to escape and alert Shibuki.",Shizuku's Mother (Unnamed)
